2.17575,-0.551172,-0.636535,0.71904
2.18078,-0.55998,-0.578248,0.496942
2.17575,-0.551172,-0.636536,0.719047
2.17135,-0.572895,-0.612594,0.826857
2.16765,-0.544705,-0.631175,0.711173
2.17024,-0.572465,-0.614615,0.743137
2.15552,-0.526172,-0.632479,0.492774
2.17372,-0.56843,-0.585133,0.482167
2.15482,-0.512062,-0.62967,0.458466
2.19065,-0.551529,-0.588095,0.283749
2.31731,-0.433885,-0.0228142,0.826857
2.31222,-0.409581,-0.051429,0.496942
2.31229,-0.46434,-0.0369859,0.711173
2.32301,-0.464549,-0.0323895,0.719046
2.31679,-0.435987,-0.0219077,0.743137
2.31001,-0.412275,-0.0389188,0.482166
2.29165,-0.481132,-0.05989,0.458468
2.29678,-0.476413,-0.0472859,0.492774
2.32301,-0.464549,-0.0323896,0.719042
2.32208,-0.4208,-0.0579575,0.283749
2.16691,-0.227856,-0.671627,0.482166
2.16451,-0.16368,-0.656319,0.492775
2.17425,-0.231504,-0.661548,0.496942
2.1681,-0.205757,-0.688655,0.826858
2.17264,-0.176035,-0.672855,0.711174
2.18015,-0.176224,-0.68179,0.719045
2.16742,-0.203571,-0.689166,0.743139
2.166,-0.159474,-0.642623,0.458467
2.18015,-0.176224,-0.68179,0.719046
2.18693,-0.221402,-0.659846,0.283751
2.035,-0.328216,-0.402742,0.389157
2.09269,-0.329034,-0.391583,0.665748
2.09208,-0.332566,-0.311737,0.361577
2.04333,-0.388161,-0.289365,0.586245
2.09754,-0.314697,-0.363138,0.478089
2.08251,-0.32761,-0.411755,0.617445
2.07666,-0.365315,-0.307811,0.476458
2.07204,-0.372397,-0.299905,0.353122
2.02858,-0.38548,-0.296278,0.283085
2.08538,-0.322217,-0.317277,0.422741
2.05777,-0.334549,-0.407483,0.604019
2.08795,-0.317134,-0.330209,0.455173
2.09771,-0.290805,-0.295615,0.391565
2.09262,-0.280459,-0.318941,0.391881
2.02496,-0.351087,-0.372868,0.586266
2.38975,-0.478965,-0.396111,0.246684
2.38714,-0.471452,-0.391279,0.391904
2.39462,-0.481159,-0.431778,0.330417
2.39253,-0.478928,-0.397311,0.716056
2.39513,-0.478263,-0.423305,0.515017
2.45109,-0.401773,-0.437115,0.549644
2.4572,-0.433194,-0.452411,0.62649
2.38456,-0.466177,-0.457862,0.463107
2.37248,-0.465312,-0.468809,0.243776
2.41762,-0.459498,-0.455382,0.447986
2.35836,-0.448534,-0.481632,0.279083
2.4572,-0.433194,-0.452411,0.626489
2.41762,-0.459498,-0.455382,0.447984
2.45109,-0.401773,-0.437115,0.549646
2.37165,-0.436529,-0.495999,0.740057
1.80113,0.206216,1.07194,0.496945
1.79999,0.176574,1.09551,0.826858
1.82135,0.154185,1.0815,0.711174
1.79377,0.198386,1.07922,0.482166
1.82526,0.156183,1.09231,0.719046
1.80024,0.174253,1.09575,0.743139
1.83121,0.141029,1.05048,0.458467
1.82437,0.142151,1.06311,0.492775
1.82526,0.156183,1.09231,0.719043
1.81691,0.202734,1.0741,0.283751
1.74837,0.695171,0.779643,0.719044
1.78089,0.662727,0.74236,0.496943
1.75897,0.692935,0.748869,0.826858
1.77292,0.671665,0.737345,0.482167
1.74271,0.68516,0.777654,0.711173
1.757,0.693757,0.749846,0.743139
1.72854,0.670383,0.786212,0.492774
1.72696,0.658504,0.794203,0.458466
1.74837,0.695171,0.779643,0.719047
1.78365,0.665836,0.75812,0.28375
2.02457,0.0705624,0.856181,0.496943
2.05447,0.065608,0.787652,0.458467
2.04705,0.0393475,0.845689,0.74314
2.04603,0.0406002,0.847393,0.826859
2.06089,0.0494954,0.818174,0.711173
2.05618,0.0549524,0.797192,0.492775
2.0695,0.0470811,0.825675,0.719045
2.02546,0.0576202,0.855571,0.482167
2.0695,0.047081,0.825675,0.719045
2.03888,0.0773843,0.852366,0.283751
1.73997,0.31416,0.745624,0.476459
1.77189,0.31363,0.728107,0.361577
1.80616,0.273346,0.742037,0.478089
1.73707,0.229924,0.747237,0.586266
1.79458,0.320966,0.689804,0.391564
1.68965,0.298543,0.737022,0.283085
1.72946,0.318991,0.745393,0.353122
1.77548,0.303217,0.720269,0.42274
1.80656,0.229292,0.770589,0.617445
1.76927,0.208058,0.748284,0.389157
1.78335,0.219259,0.764324,0.604018
1.80513,0.251311,0.765523,0.665748
1.78529,0.293678,0.723779,0.455172
1.80614,0.297714,0.691482,0.391881
1.69578,0.313258,0.741317,0.586245
1.92741,0.456354,0.989102,0.391904
1.94129,0.437664,1.01347,0.515017
1.92663,0.455699,0.998352,0.246684
1.95434,0.40207,1.01731,0.463107
1.98066,0.422359,1.0236,0.447985
1.95556,0.364386,1.00543,0.279084
1.94246,0.431377,1.01976,0.330417
1.95056,0.38619,1.01747,0.243776
1.98066,0.422359,1.0236,0.447982
2.03166,0.44471,0.982538,0.549644
2.02309,0.44291,1.01692,0.626489
2.03166,0.44471,0.982538,0.549646
2.02309,0.44291,1.01692,0.626489
1.92906,0.456415,0.999989,0.716055
1.9776,0.358712,1.0084,0.740059
1.69762,0.415114,-1.0571,0.496943
1.66544,0.475578,-1.02672,0.458469
1.67211,0.434649,-1.07718,0.826857
1.66813,0.463398,-1.05954,0.711174
1.67148,0.466529,-1.07027,0.719047
1.67041,0.436264,-1.07714,0.743138
1.68653,0.414795,-1.06385,0.482167
1.66147,0.470915,-1.03976,0.492774
1.67148,0.466528,-1.07027,0.719043
1.70433,0.429947,-1.05796,0.283749
2.0695,0.047081,-0.825675,0.719045
2.06564,0.0880614,-0.783176,0.496944
2.0753,0.0513844,-0.795472,0.74314
2.0759,0.0533268,-0.794299,0.826858
2.0695,0.0470812,-0.825675,0.719042
2.05824,0.0483664,-0.822884,0.711173
2.03745,0.0469708,-0.830491,0.492775
2.06816,0.0758144,-0.779666,0.482168
2.02662,0.0537417,-0.837158,0.458467
2.06889,0.0901742,-0.799008,0.283752
1.74812,0.676661,-0.753034,0.492775
1.73798,0.648962,-0.815099,0.496943
1.72776,0.682924,-0.80177,0.826858
1.74548,0.686048,-0.772961,0.711174
1.74837,0.695171,-0.779643,0.719047
1.72829,0.657353,-0.812974,0.482167
1.75606,0.667838,-0.744878,0.458467
1.72748,0.684289,-0.799881,0.743139
1.74837,0.69517,-0.779643,0.71904
1.75228,0.655775,-0.811285,0.28375
1.78434,0.288515,-0.72989,0.361577
1.73617,0.371358,-0.760498,0.617445
1.77871,0.296707,-0.720732,0.42274
1.77244,0.341393,-0.737204,0.478089
1.75303,0.35645,-0.758055,0.665748
1.76184,0.253641,-0.750035,0.353122
1.69795,0.351999,-0.73806,0.389157
1.76439,0.264894,-0.749124,0.476458
1.77691,0.3106,-0.722577,0.455172
1.72193,0.233395,-0.741649,0.283085
1.71448,0.358266,-0.75445,0.604019
1.80608,0.297745,-0.691453,0.391563
1.79458,0.321029,-0.689826,0.391882
1.73707,0.229923,-0.747236,0.586244
1.69578,0.313258,-0.741318,0.586267
1.9205,0.435144,-1.0004,0.279083
1.9772,0.35587,-0.996239,0.391904
1.97568,0.356691,-1.00538,0.246685
1.96945,0.380838,-1.01751,0.515018
1.94895,0.412948,-1.01654,0.463107
