1.98066,0.422359,-1.0236,0.447985
1.98066,0.422359,-1.0236,0.447985
1.96482,0.386247,-1.02297,0.330417
1.93406,0.419485,-1.0151,0.243776
2.03166,0.44471,-0.982538,0.549646
2.02309,0.44291,-1.01692,0.626489
2.03166,0.44471,-0.982538,0.549643
2.02309,0.44291,-1.01692,0.626489
1.97764,0.358379,-1.00695,0.716057
1.92922,0.456353,-1.00147,0.740056
1.55731,-0.0212818,-0.0103102,0.569453
1.56628,0.0171304,-0.0877957,0.58503
1.41739,-0.0384505,-0.189604,0.322184
1.4262,-0.0568339,0.0827799,0.321405
1.49962,0.126504,0.151999,0.6347
1.46554,0.020816,0.129396,0.529565
1.4811,0.030154,-0.155021,0.433333
1.35668,-0.1007,0.0938889,0.248406
1.43799,-0.0317172,-0.187347,0.495672
1.4811,0.0323283,-0.149772,0.572795
1.4994,0.126381,-0.151686,0.634083
1.55251,0.0205852,-0.110611,0.532257
1.54762,-0.0305081,-2.88644e-17,0.504692
1.43801,0.180976,0.1207,0.518253
1.43772,0.180868,-0.120273,0.517334
1.40996,0.185145,0.114557,0.313384
1.39476,-0.0594485,0.116066,0.229696
1.50265,0.112802,0.157805,0.478244
1.39676,0.178796,-0.11511,0.28274
1.4994,0.111189,-0.157979,0.471404
3.11577,0.590075,-0.245796,0.391904
3.07267,0.598814,-0.33288,0.279084
3.10508,0.590626,-0.311775,0.463107
3.12243,0.584086,-0.252203,0.716056
3.13493,0.60646,-0.313216,0.447985
3.1221,0.583982,-0.278334,0.515017
3.13493,0.60646,-0.313216,0.447984
3.12158,0.580582,-0.286618,0.330417
3.11992,0.583338,-0.250697,0.246684
3.09222,0.587438,-0.321307,0.243777
3.15218,0.672206,-0.300335,0.549645
3.08046,0.613234,-0.34896,0.740058
3.16544,0.642956,-0.315411,0.626489
3.15218,0.672206,-0.300335,0.549645
3.16544,0.642956,-0.315411,0.626489
2.59229,0.957163,0.614933,0.391903
2.6441,0.901677,0.637301,0.243776
2.59099,0.954244,0.623675,0.246684
2.61103,0.942367,0.638721,0.515018
2.65154,0.945435,0.654084,0.447986
2.63952,0.917099,0.640072,0.463107
2.68867,0.997239,0.627183,0.549645
2.6145,0.936167,0.644188,0.330417
2.66043,0.887893,0.623574,0.279083
2.65154,0.945435,0.654084,0.447983
2.68867,0.997239,0.627183,0.549645
2.67866,0.984306,0.658666,0.626489
2.67866,0.984306,0.658666,0.62649
2.59257,0.955644,0.625836,0.716056
2.68196,0.892675,0.629961,0.740057
2.68426,0.892665,-0.617675,0.391904
2.68161,0.890695,-0.626376,0.246684
2.66304,0.905892,-0.640272,0.515017
2.65581,0.9072,-0.645419,0.330417
2.62956,0.924081,-0.639775,0.463107
2.65154,0.945435,-0.654084,0.447985
2.59567,0.933311,-0.621643,0.279084
2.61362,0.923048,-0.636393,0.243776
2.65154,0.945435,-0.654084,0.447986
2.68867,0.997239,-0.627183,0.549645
2.67866,0.984306,-0.658666,0.62649
2.68867,0.997239,-0.627183,0.549645
2.67866,0.984306,-0.658666,0.626489
2.6823,0.892718,-0.628511,0.716055
2.59259,0.955348,-0.627297,0.740061
2.6167,0.675098,-0.0383298,0.586138
2.4228,0.7462,0.0975981,0.298751
2.49699,0.506108,0.0747291,0.233955
2.58357,0.687574,-0.0999091,0.555141
2.55503,0.597099,0.0517153,0.373802
2.52152,0.740032,0.13204,0.640553
2.51214,0.571472,-0.161656,0.304939
2.53461,0.643516,0.107262,0.52432
2.54716,0.649943,-0.150548,0.465199
2.53536,0.594094,-0.158024,0.494729
2.54258,0.659183,-0.125652,0.57036
2.52146,0.739943,-0.131905,0.64024
2.59539,0.683961,-0.0940233,0.531997
2.60207,0.629441,-2.46655e-17,0.471851
2.45377,0.756313,0.105305,0.522192
2.45343,0.755955,-0.104618,0.520462
2.51502,0.567949,0.0983452,0.25001
2.52465,0.736684,0.133945,0.486957
2.4155,0.735946,-0.0980772,0.267491
2.52373,0.735362,-0.134023,0.483381
3.12872,1.60143,-0.0512959,0.600311
3.00572,1.60366,-3.72529e-08,0.427488
3.00572,1.60366,-2.23517e-08,0.427488
3.07371,1.60128,0,0.510298
3.07371,1.60128,0,0.510298
3.13543,1.55693,0.0950425,0.534996
3.12896,1.60255,0.0519928,0.603339
3.12934,1.58945,0.0800179,0.524463
3.07669,1.59558,7.02034e-18,0.443675
3.09594,1.48043,0.118033,0.260099
3.13517,1.55482,-0.0940332,0.529315
3.13835,1.59468,-0.0796941,0.549321
3.09891,1.4822,-0.117867,0.269127
